665978112.00|1995|MFGR#127
667399281.00|1992|MFGR#1234
667674729.00|1996|MFGR#1226
669000972.00|1995|MFGR#1216
670488468.00|1992|MFGR#1214
670693719.00|1996|MFGR#1239
671669586.00|1995|MFGR#1225
672528755.00|1995|MFGR#1215
674626440.00|1996|MFGR#1212
674763166.00|1997|MFGR#1224
674846781.00|1992|MFGR#1216
675093435.00|1992|MFGR#1217
675132692.00|1997|MFGR#1240
677924656.00|1997|MFGR#1232
678785857.00|1994|MFGR#1213
679469356.00|1996|MFGR#1222
683985855.00|1993|MFGR#1218
684573322.00|1994|MFGR#124
687845641.00|1994|MFGR#1217
692135140.00|1997|MFGR#1216
695133104.00|1997|MFGR#128
697373098.00|1993|MFGR#1232
701360722.00|1997|MFGR#1226
702184857.00|1996|MFGR#1215
702805896.00|1996|MFGR#1232
703752611.00|1992|MFGR#1224
704898387.00|1996|MFGR#1217
706151632.00|1992|MFGR#127
706469511.00|1995|MFGR#121
707053720.00|1997|MFGR#1218
707207888.00|1995|MFGR#1240
710023059.00|1995|MFGR#1234
712110492.00|1996|MFGR#122
714934715.00|1997|MFGR#1234
715300753.00|1995|MFGR#1232
719865331.00|1994|MFGR#1232
724727741.00|1995|MFGR#122
724844856.00|1996|MFGR#1224
725362449.00|1995|MFGR#1217
731657001.00|1993|MFGR#128
737422302.00|1994|MFGR#1224
739036124.00|1993|MFGR#1226
740479248.00|1992|MFGR#1240
743247677.00|1994|MFGR#1234
746302245.00|1994|MFGR#1226
756921203.00|1993|MFGR#1222
762700351.00|1995|MFGR#1224
767151420.00|1997|MFGR#1235
777994957.00|1997|MFGR#1217
785639283.00|1993|MFGR#1212
788730059.00|1993|MFGR#1240
789755835.00|1992|MFGR#123
821167950.00|1996|MFGR#1240
823087702.00|1993|MFGR#121
873735737.00|1994|MFGR#1240
915916085.00|1993|MFGR#1224
