"sum"|"d_year"|"p_brand1"
651935758.00|1993|"MFGR#1234"
575779480.00|1993|"MFGR#1235"
591878667.00|1993|"MFGR#1236"
609618576.00|1993|"MFGR#1237"
444614010.00|1993|"MFGR#1238"
595256327.00|1993|"MFGR#1239"
660586237.00|1993|"MFGR#124"
788730059.00|1993|"MFGR#1240"
616224539.00|1993|"MFGR#125"
617126754.00|1993|"MFGR#126"
654438324.00|1993|"MFGR#127"
731657001.00|1993|"MFGR#128"
548048395.00|1993|"MFGR#129"
564405648.00|1994|"MFGR#121"
645404849.00|1994|"MFGR#1210"
631620635.00|1994|"MFGR#1211"
568332348.00|1994|"MFGR#1212"
678785857.00|1994|"MFGR#1213"
534002330.00|1994|"MFGR#1214"
654400242.00|1994|"MFGR#1215"
558646341.00|1994|"MFGR#1216"
687845641.00|1994|"MFGR#1217"
546674347.00|1994|"MFGR#1218"
567272942.00|1994|"MFGR#1219"
659884062.00|1994|"MFGR#122"
562582172.00|1994|"MFGR#1220"
598618997.00|1994|"MFGR#1221"
601016441.00|1994|"MFGR#1222"
555134404.00|1994|"MFGR#1223"
737422302.00|1994|"MFGR#1224"
570745955.00|1994|"MFGR#1225"
746302245.00|1994|"MFGR#1226"
651707481.00|1994|"MFGR#1227"
573693547.00|1994|"MFGR#1228"
647918373.00|1994|"MFGR#1229"
580449592.00|1994|"MFGR#123"
493270412.00|1994|"MFGR#1230"
603546148.00|1994|"MFGR#1231"
719865331.00|1994|"MFGR#1232"
638982238.00|1994|"MFGR#1233"
743247677.00|1994|"MFGR#1234"
598680959.00|1994|"MFGR#1235"
615726097.00|1994|"MFGR#1236"
542569815.00|1994|"MFGR#1237"
573510781.00|1994|"MFGR#1238"
579855853.00|1994|"MFGR#1239"
684573322.00|1994|"MFGR#124"
873735737.00|1994|"MFGR#1240"
560488304.00|1994|"MFGR#125"
657036514.00|1994|"MFGR#126"
622571183.00|1994|"MFGR#127"
586845664.00|1994|"MFGR#128"
534541525.00|1994|"MFGR#129"
706469511.00|1995|"MFGR#121"
602892803.00|1995|"MFGR#1210"
645166092.00|1995|"MFGR#1211"
613289283.00|1995|"MFGR#1212"
599586479.00|1995|"MFGR#1213"
562570804.00|1995|"MFGR#1214"
672528755.00|1995|"MFGR#1215"
669000972.00|1995|"MFGR#1216"
725362449.00|1995|"MFGR#1217"
657026635.00|1995|"MFGR#1218"
519659003.00|1995|"MFGR#1219"
724727741.00|1995|"MFGR#122"
517956131.00|1995|"MFGR#1220"
635741351.00|1995|"MFGR#1221"
564368410.00|1995|"MFGR#1222"
600665149.00|1995|"MFGR#1223"
762700351.00|1995|"MFGR#1224"
671669586.00|1995|"MFGR#1225"
572568748.00|1995|"MFGR#1226"
530361300.00|1995|"MFGR#1227"
633357085.00|1995|"MFGR#1228"
547960244.00|1995|"MFGR#1229"
660711077.00|1995|"MFGR#123"
602735858.00|1995|"MFGR#1230"
499852146.00|1995|"MFGR#1231"
715300753.00|1995|"MFGR#1232"
557149571.00|1995|"MFGR#1233"
710023059.00|1995|"MFGR#1234"
622425239.00|1995|"MFGR#1235"
634565501.00|1995|"MFGR#1236"
572847270.00|1995|"MFGR#1237"
549318912.00|1995|"MFGR#1238"
593851712.00|1995|"MFGR#1239"
585421815.00|1995|"MFGR#124"
707207888.00|1995|"MFGR#1240"
538246872.00|1995|"MFGR#125"
605799021.00|1995|"MFGR#126"
665978112.00|1995|"MFGR#127"
646960956.00|1995|"MFGR#128"
508749401.00|1995|"MFGR#129"
523879145.00|1996|"MFGR#121"
643645053.00|1996|"MFGR#1210"
595065339.00|1996|"MFGR#1211"
674626440.00|1996|"MFGR#1212"
496297087.00|1996|"MFGR#1213"
583249505.00|1996|"MFGR#1214"
702184857.00|1996|"MFGR#1215"
601809334.00|1996|"MFGR#1216"
704898387.00|1996|"MFGR#1217"
528843086.00|1996|"MFGR#1218"
586246330.00|1996|"MFGR#1219"
712110492.00|1996|"MFGR#122"
518444215.00|1996|"MFGR#1220"
499319414.00|1996|"MFGR#1221"
679469356.00|1996|"MFGR#1222"
628762754.00|1996|"MFGR#1223"
724844856.00|1996|"MFGR#1224"
660620587.00|1996|"MFGR#1225"
667674729.00|1996|"MFGR#1226"
483838085.00|1996|"MFGR#1227"
609855391.00|1996|"MFGR#1228"
658959557.00|1996|"MFGR#1229"
566217852.00|1996|"MFGR#123"
528879998.00|1996|"MFGR#1230"
589481194.00|1996|"MFGR#1231"
702805896.00|1996|"MFGR#1232"
663679947.00|1996|"MFGR#1233"
571149450.00|1996|"MFGR#1234"
478648074.00|1996|"MFGR#1235"
568249365.00|1996|"MFGR#1236"
592616167.00|1996|"MFGR#1237"
466676148.00|1996|"MFGR#1238"
670693719.00|1996|"MFGR#1239"
560667719.00|1996|"MFGR#124"
821167950.00|1996|"MFGR#1240"
476864333.00|1996|"MFGR#125"
558030884.00|1996|"MFGR#126"
635873891.00|1996|"MFGR#127"
551010618.00|1996|"MFGR#128"
560570630.00|1996|"MFGR#129"
587013207.00|1997|"MFGR#121"
616287892.00|1997|"MFGR#1210"
548588761.00|1997|"MFGR#1211"
589593892.00|1997|"MFGR#1212"
424306670.00|1997|"MFGR#1213"
511971910.00|1997|"MFGR#1214"
631772246.00|1997|"MFGR#1215"
692135140.00|1997|"MFGR#1216"
777994957.00|1997|"MFGR#1217"
707053720.00|1997|"MFGR#1218"
561169527.00|1997|"MFGR#1219"
664916245.00|1997|"MFGR#122"
594466157.00|1997|"MFGR#1220"
588848171.00|1997|"MFGR#1221"
528988960.00|1997|"MFGR#1222"
537098211.00|1997|"MFGR#1223"
674763166.00|1997|"MFGR#1224"
450402292.00|1997|"MFGR#1225"
701360722.00|1997|"MFGR#1226"
506011570.00|1997|"MFGR#1227"
585578737.00|1997|"MFGR#1228"
622744016.00|1997|"MFGR#1229"
646503168.00|1997|"MFGR#123"
571800941.00|1997|"MFGR#1230"
502601790.00|1997|"MFGR#1231"
677924656.00|1997|"MFGR#1232"
534455976.00|1997|"MFGR#1233"
714934715.00|1997|"MFGR#1234"
767151420.00|1997|"MFGR#1235"
618877179.00|1997|"MFGR#1236"
639638057.00|1997|"MFGR#1237"
401953419.00|1997|"MFGR#1238"
610756714.00|1997|"MFGR#1239"
543248087.00|1997|"MFGR#124"
675132692.00|1997|"MFGR#1240"
479099365.00|1997|"MFGR#125"
570696568.00|1997|"MFGR#126"
583074592.00|1997|"MFGR#127"
695133104.00|1997|"MFGR#128"
655638776.00|1997|"MFGR#129"
344575925.00|1998|"MFGR#121"
417152416.00|1998|"MFGR#1210"
317068168.00|1998|"MFGR#1211"
374341516.00|1998|"MFGR#1212"
332740903.00|1998|"MFGR#1213"
304873002.00|1998|"MFGR#1214"
366101132.00|1998|"MFGR#1215"
379133898.00|1998|"MFGR#1216"
359508497.00|1998|"MFGR#1217"
320623334.00|1998|"MFGR#1218"
346182862.00|1998|"MFGR#1219"
312440027.00|1998|"MFGR#122"
348123961.00|1998|"MFGR#1220"
339845398.00|1998|"MFGR#1221"
355416161.00|1998|"MFGR#1222"
344889822.00|1998|"MFGR#1223"
396906691.00|1998|"MFGR#1224"
290208878.00|1998|"MFGR#1225"
419415707.00|1998|"MFGR#1226"
358466340.00|1998|"MFGR#1227"
251549955.00|1998|"MFGR#1228"
383138860.00|1998|"MFGR#1229"
296330561.00|1998|"MFGR#123"
437181243.00|1998|"MFGR#1230"
398944492.00|1998|"MFGR#1231"
424062455.00|1998|"MFGR#1232"
406967188.00|1998|"MFGR#1233"
428867240.00|1998|"MFGR#1234"
352277781.00|1998|"MFGR#1235"
361827086.00|1998|"MFGR#1236"
341618569.00|1998|"MFGR#1237"
244739231.00|1998|"MFGR#1238"
414151803.00|1998|"MFGR#1239"
330082371.00|1998|"MFGR#124"
415312453.00|1998|"MFGR#1240"
360289624.00|1998|"MFGR#125"
341657580.00|1998|"MFGR#126"
377507061.00|1998|"MFGR#127"
361416497.00|1998|"MFGR#128"
318769573.00|1998|"MFGR#129"
